name,id,long_name,contact_person,phone_number,alt_phone_number,catchment_population,point_x,point_y,parent_location_id,parent_location_name,location_type_name,location_ownership_name,infrastructure_ids,infrastructure_names,service_ids,service_names,facility_type
Katere Clinic,10249,,,,,5428,-18.0257,20.77311,10604,Nyangana District,Facility,Public_MoHSS,,,1,HIV Testing Services,Clinic
Karukuta Clinic,10248,,,,,7079,-17.9938,20.577838,10604,Nyangana District,Facility,Public_MoHSS,,,1,HIV Testing Services,Clinic
Kapupahedi Clinic,10247,,,,,3094,-18.1332,20.3684,10604,Nyangana District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Kandjara Clinic,10244,,,,,3365,-18.2028,20.77468,10604,Nyangana District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Shamaturu Clinic,10287,,,,,3897,-18.1606,21.34376,10591,Andara District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Shadikongoro Clinic,10286,,,,,4344,-18.0159,21.406619,10591,Andara District,Facility,Public_MoHSS,7,Health Extension Workers,,,Clinic
Omega Clinic,10280,,,,,5377,-18.0285,22.202487,10591,Andara District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Old Bagani Clinic,10279,,,,,4239,-18.1054,21.620621,10591,Andara District,Facility,Faith Based Organisation,7,Health Extension Workers,1,HIV Testing Services,Clinic
Mutjiku Clinic,10264,,,,,4996,-18.091,21.60249,10591,Andara District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Mayara Clinic,10255,,,,,3709,-17.9634,21.232548,10591,Andara District,Facility,Faith Based Organisation,7,Health Extension Workers,1,HIV Testing Services,Clinic
Kangongo Clinic,10245,,,,,4944,-17.9557,21.162581,10591,Andara District,Facility,Public_MoHSS,7,Health Extension Workers,,,Clinic
Divundu Rehabilitation Centre,12175,Divundu Rehabilitation Centre,,0,,0,-18.0956,21.54554,10591,Andara District,Facility,Faith Based Organisation,,,,,0
Divundu Clinic,10239,,,,,4936,-18.0956,21.54554,10591,Andara District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Biro Clinic,10236,,,,,2779,-17.9901,21.323849,10591,Andara District,Facility,Public_MoHSS,7,Health Extension Workers,1,HIV Testing Services,Clinic
Andara District Hospital,10234,,,,,,-18.0609,21.447203,10591,Andara District,Facility,Faith Based Organisation,"2,4","Beds,Mortuary","4,1","Anti Retroviral Therapy Main Site,HIV Testing Services",Hospital
Andara District Health Office,11996,,,,,,-18.0609,21.447203,10591,Andara District,Facility,Public_MoHSS,,,,,District Health Office
Andara Clinic,10554,,,,,3089,0,0,10591,Andara District,Facility,Public_MoHSS,"5,6,7","Electricity,Running Water,Health Extension Workers","1,2,41","HIV Testing Services,General Clinical Service,Tuberculosis Services",Clinic
St. Mary's Rehoboth District Hospital,10203,,,,,,-23.3261,17.076432,10618,Rehoboth District,Facility,Faith Based Organisation,"20,1,8,2,13,19,5,16,10,4,11,17,6,9,14","Administrative Officers,Ambulances,Back Up Generator,Beds,Computers,Doctors,Electricity,Enrolled Nurses,Internet,Mortuary,Phone Number,Registered Nurses,Running Water,Toilets,Vehicles","4,1,2,3,8,31,32,35,37,41,48,49,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Orthopedics,Laboratory Services,Tuberculosis Services,Physiotherapy,Psychiatric Services,Option B+,DNA EID Testing",Hospital
Schlip Clinic,10202,,,63264071,,,-24.0453,17.127656,10618,Rehoboth District,Facility,Public_MoHSS,"5,6,9,10,11,13,16,17","Electricity,Running Water,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,3,31,32,36,38,39,41,49,53,2,8,33,52","HIV Testing Services,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Psychiatric Services,DNA EID Testing,General Clinical Service,Preventing Mother To Child Transmission Services,General Dentistry,Option B+",Clinic
Rietoog Clinic,10201,,,811602637,,,-23.9678,16.559829,10618,Rehoboth District,Facility,Public_MoHSS,"5,6,8,9,10,11,13,16,17","Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,3,8,31,32,38,39,41,49,52,53,36,51","HIV Testing Services,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Psychiatric Services,Option B+,DNA EID Testing,Anti Retroviral Therapy IMAI Site,Clinical Psychology",Clinic
Rehoboth Private Clinic,10199,,,,,,-23.3136,17.077717,10618,Rehoboth District,Facility,Private,,,,,Clinic
Rehoboth Health Centre,10198,,,62525380,,,-23.3235,17.072343,10618,Rehoboth District,Facility,Public_MoHSS,"2,4,5,6,7,8,9,10,11,13,16,17","Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,31,32,39,41,53,8,33,36,38,50,52","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Family Planning Services,Tuberculosis Services,DNA EID Testing,Preventing Mother To Child Transmission Services,General Dentistry,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Ophthamology & Eye Surgery,Option B+",Health Centre
Rehoboth District Health Office,12023,,,,,,-23.3261,17.076432,10618,Rehoboth District,Facility,Public_MoHSS,,,,,District Health Office
Rehoboth Clinic,10197,,,,,,-23.3248,17.097389,10618,Rehoboth District,Facility,Public_MoHSS,"1,5,6,8,9,10,11,13,14,16,17,19,20","Ambulances,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Doctors,Administrative Officers","1,2,3,8,31,32,39,41,46,48,52","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Family Planning Services,Tuberculosis Services,Radiology,Physiotherapy,Option B+",Clinic
Reho Clinic,10196,,,,,,-23.3211,17.076027,10618,Rehoboth District,Facility,Private,,,,,Clinic
Klein Aub Clinic,10191,,Ms. Eksteen,4294967295,Klein-Aub,,-23.7897,16.635776,10618,Rehoboth District,Facility,Public_MoHSS,"8,2,13,5,16,18,11,6,9","Back Up Generator,Beds,Computers,Electricity,Enrolled Nurses,Health Assistants,Phone Number,Running Water,Toilets","1,3,8,31,32,38,39,40,41,52,53,2,33,49,50","HIV Testing Services,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing,General Clinical Service,General Dentistry,Psychiatric Services,Ophthamology & Eye Surgery",Clinic
Dr's. Olivier & Partners Health Centre,10184,,,,,,-23.3208,17.077592,10618,Rehoboth District,Facility,Private,,,,,Health Centre
Stampriet Clinic,10204,,,,,,-24.3506,18.38944,10602,Mariental District,Facility,Public_MoHSS,"5,6,7,9,10,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Sesriem Clinic,10551,,,63293056,,,0,0,10602,Mariental District,Facility,Public_MoHSS,"5,6,9,10,11,13,16","Electricity,Running Water,Toilets,Internet,Phone Number,Computers,Enrolled Nurses","2,8,31,32,38,39,41,52,53","General Clinical Service,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Mariental District Hospital,10195,,,63245250,,,-24.6232,17.966144,10602,Mariental District,Facility,Public_MoHSS,"2,4,5,6,7,8,9,10,11,14,16,17,19,20","Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Phone Number,Vehicles,Enrolled Nurses,Registered Nurses,Doctors,Administrative Officers","4,1,2,3,8,22,31,32,33,35,36,37,38,39,40,41,43,44,46,48,49,50,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Speech Therapy,Viral Load Testing,Sexual Transmitted Infections,General Dentistry,Orthopedics,Anti Retroviral Therapy IMAI Site,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Occupational Therapy,Dieticians/Nutritionist,Radiology,Physiotherapy,Psychiatric Services,Ophthamology & Eye Surgery,Option B+,DNA EID Testing",Hospital
Mariental District Health Office,12007,,,,,,-24.6232,17.966144,10602,Mariental District,Facility,Public_MoHSS,,,,,District Health Office
Mariental Clinic,10194,,,63260083,,,-24.6303,17.967499,10602,Mariental District,Facility,Public_MoHSS,"1,5,6,7,9,10,11,13,16,17","Ambulances,Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Maltahohe Health Centre,10193,,,63293025,,,-24.8427,16.97807,10602,Mariental District,Facility,Public_MoHSS,"2,4,5,6,9,10,11,13,14,16,17","Beds,Mortuary,Electricity,Running Water,Toilets,Internet,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Health Centre
Maltahohe Clinic,10192,,,63293027,,,-24.8362,16.987331,10602,Mariental District,Facility,Public_MoHSS,"5,6,9,10,11,13,16,17","Electricity,Running Water,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,3,8,31,32,38,39,40,41,52,53,2","HIV Testing Services,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing,General Clinical Service",Clinic
Kalkrand Clinic,10190,,,,,,-24.0737,17.591174,10602,Mariental District,Facility,Public_MoHSS,"5,6,9,11,13,16,17","Electricity,Running Water,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,3,8,31,32,38,39,40,41,52,53","HIV Testing Services,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Hoachanas Clinic,10189,,,63265351,,,-23.9168,18.053514,10602,Mariental District,Facility,Public_MoHSS,"2,13,5,16,18,10,11,17,6,9","Beds,Computers,Electricity,Enrolled Nurses,Health Assistants,Internet,Phone Number,Registered Nurses,Running Water,Toilets","1,2,8,31,32,38,40,41,52,53,3,33,39,49,50","HIV Testing Services,General Clinical Service,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing,Expanded Programme on Immunizations,General Dentistry,Family Planning Services,Psychiatric Services,Ophthamology & Eye Surgery",Clinic
Hardap Regional Health Office,11969,,,,,,-24.6232,17.966144,10602,Mariental District,Facility,Public_MoHSS,,,,,Regional Health Office
Hardap Prison Clinic,10187,,,,,,-24.5426,17.943183,10602,Mariental District,Facility,Police,,,,,Clinic
Gibeon Clinic,10185,,,,,,-25.1261,17.774057,10602,Mariental District,Facility,Public_MoHSS,"1,4,5,6,7,8,9,10,11,13,16","Ambulances,Mortuary,Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Phone Number,Computers,Enrolled Nurses","1,2,3,31,32,36,38,39,41,52,53,8,40,49","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing,Preventing Mother To Child Transmission Services,Anti Retroviral Therapy Outreach Site,Psychiatric Services",Clinic
Gochas Clinic,10186,,,,,,-24.8612,18.812667,10592,Aranos District,Facility,Public_MoHSS,"1,4,5,6,7,8,9,10,11,13,14,16,17","Ambulances,Mortuary,Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53,40","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing,Anti Retroviral Therapy Outreach Site",Clinic
Aranos Health Centre,10183,,,63276900,,,-24.1392,19.117509,10592,Aranos District,Facility,Public_MoHSS,"1,2,4,5,6,8,9,10,11,13,14,16,17,19","Ambulances,Beds,Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Doctors","4,1,2,3,31,32,39,41,53,8,52","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Family Planning Services,Tuberculosis Services,DNA EID Testing,Preventing Mother To Child Transmission Services,Option B+",Health Centre
Aranos District Health Office,11997,,,,,,-24.1392,19.117509,10592,Aranos District,Facility,Public_MoHSS,,,,,District Health Office
Aranos Clinic,10182,,,,,,-24.1376,19.106082,10592,Aranos District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Welwitschia Private Hospital,10181,,,,,,-22.9575,14.509567,10624,Walvis Bay District,Facility,Private,"2,5,6,8,9,10,11,12","Beds,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Fax Number","1,2,3,4,8,16,31,32,33,35,36,37,38,39,41,46,47,48,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Special surgeries (Transplant,plastic surgery, neuro surgery etc.),Viral Load Testing,Sexual Transmitted Infections,General Dentistry,Orthopedics,Anti Retroviral Therapy IMAI Site,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Radiology,Specialized Dentistry,Physiotherapy,DNA EID Testing",Hospital
Welwitchia Hospital Immunization Clinic,10180,,,,,,-22.9577,14.509652,10624,Walvis Bay District,Facility,Private,,,,,Hospital
Walvisbay corridor,12226,,,,,,,,10624,Walvis Bay District,Facility,NGO,"5,6,9,13,17","Electricity,Running Water,Toilets,Computers,Registered Nurses","1,4,36","HIV Testing Services,Anti Retroviral Therapy Main Site,Anti Retroviral Therapy IMAI Site",0
Walvis Bay Prison Clinic,10179,,,,,,-22.9718,14.510011,10624,Walvis Bay District,Facility,Police,"5,6,9,11,12,16,17,19","Electricity,Running Water,Toilets,Phone Number,Fax Number,Enrolled Nurses,Registered Nurses,Doctors","1,2,32,41","HIV Testing Services,General Clinical Service,Sexual Transmitted Infections,Tuberculosis Services",Clinic
Walvis Bay NAPPA Clinic,10550,,,,,,-22.9575,14.5053,10624,Walvis Bay District,Facility,NGO,"5,6,9,10,13,14,16,17,18,20","Electricity,Running Water,Toilets,Internet,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Health Assistants,Administrative Officers","1,36,2,32,37,38,39,41","HIV Testing Services,Anti Retroviral Therapy IMAI Site,General Clinical Service,Sexual Transmitted Infections,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services",Clinic
Walvis Bay District Hospital,10178,,,,,,-22.965,14.500519,10624,Walvis Bay District,Facility,Public_MoHSS,"1,2,4,5,6,8,9,10,11,12,13,14,16,17,19","Ambulances,Beds,Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Doctors","1,2,8,31,32,33,35,37,38,39,41,46,47,48,49,51,53","HIV Testing Services,General Clinical Service,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,General Dentistry,Orthopedics,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Radiology,Specialized Dentistry,Physiotherapy,Psychiatric Services,Clinical Psychology,DNA EID Testing",Hospital
Walvis Bay District Health Office,12029,,,,,,-22.965,14.500519,10624,Walvis Bay District,Facility,Public_MoHSS,,,,,District Health Office
Walvis Bay Clinic,10177,,,64216328,,,-22.9563,14.508622,10624,Walvis Bay District,Facility,Public_MoHSS,"5,6,9,11,13,16,17","Electricity,Running Water,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,3,8,31,32,36,38,39,41,53","HIV Testing Services,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Utuseb Clinic,10176,,,64684061,,,-23.2743,14.765429,10624,Walvis Bay District,Facility,Public_MoHSS,"5,6,9,11,16,17","Electricity,Running Water,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","2,3,32,38,39,40,41,52","General Clinical Service,Expanded Programme on Immunizations,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+",Clinic
Ocnam-Occupational Care Namibia,10159,,,,,,-22.9455,14.509287,10624,Walvis Bay District,Facility,Private,"20,13,19,12,11,17","Administrative Officers,Computers,Doctors,Fax Number,Phone Number,Registered Nurses",,,0
Narraville Clinic,10155,,,64216332,,,-22.9506,14.538147,10624,Walvis Bay District,Facility,Public_MoHSS,"5,6,9,11,12,13,16,17","Electricity,Running Water,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Namport Health Centre,10154,,,,,,-22.9508,14.501804,10624,Walvis Bay District,Facility,Private,"11,12,13,16,17","Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses",2,General Clinical Service,Health Centre
Mondi-Packaging Clinic,10153,,,,,,-22.9463,14.506351,10624,Walvis Bay District,Facility,Private,"5,6,9,11,12,17","Electricity,Running Water,Toilets,Phone Number,Fax Number,Registered Nurses",2,General Clinical Service,Clinic
Merlus Clinic,10152,,,,,,-22.9384,14.511055,10624,Walvis Bay District,Facility,Private,"5,6,9,11,12,17","Electricity,Running Water,Toilets,Phone Number,Fax Number,Registered Nurses",2,General Clinical Service,Clinic
Medixx Occupational Health Clinic,10151,,,,,,-22.9584,14.510259,10624,Walvis Bay District,Facility,Private,"5,6,9,11,12,13,16,17,19","Electricity,Running Water,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses,Doctors",43,Occupational Therapy,Clinic
Kuisebmund Health Centre,10149,,,64216332,,,-22.938,14.521911,10624,Walvis Bay District,Facility,Public_MoHSS,"5,6,9,11,13,16,17,19,20","Electricity,Running Water,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Doctors,Administrative Officers","4,1,2,3,8,31,32,38,41,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Tuberculosis Services,DNA EID Testing",Health Centre
Hyperbalic Oxygen Treatment Centre,10148,,,,,,-22.9578,14.510112,10624,Walvis Bay District,Facility,Private,,,,,0
Hangana Seafood Clinic,10145,,,,,,-22.9347,14.51496,10624,Walvis Bay District,Facility,Private,"5,6,11,12,13,14,16,17","Electricity,Running Water,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","2,32","General Clinical Service,Sexual Transmitted Infections",Clinic
HAART Clinic,10552,,,,,,0,0,10624,Walvis Bay District,Facility,Public_MoHSS,,,,,Clinic
Gendor Clinic,10142,,,,,,-22.936,14.513845,10624,Walvis Bay District,Facility,Private,"11,14,16,20","Phone Number,Vehicles,Enrolled Nurses,Administrative Officers",41,Tuberculosis Services,Clinic
Etale Clinic,10141,,,,,,-22.9366,14.512832,10624,Walvis Bay District,Facility,Private,11,Phone Number,2,General Clinical Service,Clinic
Erongo Imaging Clinic,10140,,,,,,-22.9577,14.509979,10624,Walvis Bay District,Facility,Private,"5,6,9,10,11,12,13","Electricity,Running Water,Toilets,Internet,Phone Number,Fax Number,Computers",46,Radiology,Clinic
Coastal Clinic,10137,,,64216334,,,-22.9323,14.53098,10624,Walvis Bay District,Facility,Public_MoHSS,"5,6,9,11,12,13,16,17","Electricity,Running Water,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Cadilu Fishing Clinic,10136,,,,,,-22.9323,14.517137,10624,Walvis Bay District,Facility,Private,,,,,Clinic
Usakos District Hospital,10175,,,,,,-21.9902,15.58614,10623,Usakos District,Facility,Public_MoHSS,"1,2,4,5,6,8,10,11,12,13,14,16,17,19","Ambulances,Beds,Mortuary,Electricity,Running Water,Back Up Generator,Internet,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Doctors","4,1,2,3,8,31,32,33,35,39,41,46,47,48,49,51,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,General Dentistry,Orthopedics,Family Planning Services,Tuberculosis Services,Radiology,Specialized Dentistry,Physiotherapy,Psychiatric Services,Clinical Psychology,DNA EID Testing",Hospital
Usakos District Health Office,12028,,,,,,-21.9902,15.58614,10623,Usakos District,Facility,Public_MoHSS,,,,,District Health Office
Tubusis Clinic,10173,,,,,,-21.585,15.45815,10623,Usakos District,Facility,Public_MoHSS,"5,6,9,11,12,16","Electricity,Running Water,Toilets,Phone Number,Fax Number,Enrolled Nurses","3,32,38,39,40,41,52","Expanded Programme on Immunizations,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+",Clinic
Thaddeus Hospital,10172,,,,,,-21.9903,15.586245,10623,Usakos District,Facility,Private,,,,,Hospital
Spitzkoppe Clinic,10167,,,64530864,,,-21.8465,15.207598,10623,Usakos District,Facility,Public_MoHSS,"2,5,6,9,11,12,13,16","Beds,Electricity,Running Water,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses","2,3,32,39,41,52,36,38","General Clinical Service,Expanded Programme on Immunizations,Sexual Transmitted Infections,Family Planning Services,Tuberculosis Services,Option B+,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services",Clinic
Otjimbingwe Clinic,10165,,,64551025,,,-22.3584,16.127017,10623,Usakos District,Facility,Public_MoHSS,"2,5,6,7,9,11,12,13,14,16,17","Beds,Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,8,32,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Navachab Gold  Mine Clinic,10156,,,,,,-21.9684,15.779696,10623,Usakos District,Facility,Private,"1,5,6,9,11,12,13,14,17","Ambulances,Electricity,Running Water,Toilets,Phone Number,Fax Number,Computers,Vehicles,Registered Nurses","1,2,32,36,41","HIV Testing Services,General Clinical Service,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Tuberculosis Services",Clinic
Karibib Clinic,10549,,,64550073,,,-21.9322,15.863888,10623,Usakos District,Facility,Public_MoHSS,"2,4,5,6,7,9,11,12,13,16,17","Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Hakhaseb Clinic,10144,,,64530067,,,-21.9776,15.593544,10623,Usakos District,Facility,Public_MoHSS,"2,5,6,7,9,11,12,13,16,17,18,19","Beds,Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses,Health Assistants,Doctors","1,2,3,4,8,31,32,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Dr. Sam Nuyoma Health Centre,10139,,,,,,-21.9322,15.863978,10623,Usakos District,Facility,Public_MoHSS,,,1,HIV Testing Services,Health Centre
Tamariskia Clinic,10171,,,,,,-22.6559,14.543341,10620,Swakopmund District,Facility,Public_MoHSS,"5,6,9,10,11,12,13,16,17,19,20","Electricity,Running Water,Toilets,Internet,Phone Number,Fax Number,Computers,Enrolled Nurses,Registered Nurses,Doctors,Administrative Officers","1,2,3,4,8,31,32,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
